[2024-11-26T02:33:45.845+0000] {local_task_job_runner.py:123} INFO - ::group::Pre task execution logs
[2024-11-26T02:33:45.869+0000] {taskinstance.py:2613} INFO - Dependencies all met for dep_context=non-requeueable deps ti=<TaskInstance: ETL_usa_spending.extract_usa_spending_data_task scheduled__2024-11-25T00:00:00+00:00 [queued]>
[2024-11-26T02:33:45.883+0000] {taskinstance.py:2613} INFO - Dependencies all met for dep_context=requeueable deps ti=<TaskInstance: ETL_usa_spending.extract_usa_spending_data_task scheduled__2024-11-25T00:00:00+00:00 [queued]>
[2024-11-26T02:33:45.884+0000] {taskinstance.py:2866} INFO - Starting attempt 2 of 1
[2024-11-26T02:33:45.905+0000] {taskinstance.py:2889} INFO - Executing <Task(PythonOperator): extract_usa_spending_data_task> on 2024-11-25 00:00:00+00:00
[2024-11-26T02:33:45.934+0000] {logging_mixin.py:190} WARNING - /home/***/.local/lib/python3.12/site-packages/***/task/task_runner/standard_task_runner.py:70 DeprecationWarning: This process (pid=8428) is multi-threaded, use of fork() may lead to deadlocks in the child.
[2024-11-26T02:33:45.943+0000] {standard_task_runner.py:72} INFO - Started process 8432 to run task
[2024-11-26T02:33:45.934+0000] {standard_task_runner.py:104} INFO - Running: ['***', 'tasks', 'run', 'ETL_usa_spending', 'extract_usa_spending_data_task', 'scheduled__2024-11-25T00:00:00+00:00', '--job-id', '332', '--raw', '--subdir', 'DAGS_FOLDER/project_dag.py', '--cfg-path', '/tmp/tmpvburg2tk']
[2024-11-26T02:33:45.948+0000] {standard_task_runner.py:105} INFO - Job 332: Subtask extract_usa_spending_data_task
[2024-11-26T02:33:46.076+0000] {task_command.py:467} INFO - Running <TaskInstance: ETL_usa_spending.extract_usa_spending_data_task scheduled__2024-11-25T00:00:00+00:00 [running]> on host 6a246d8d590f
[2024-11-26T02:34:04.898+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-21-DZ-72-0001_8620 (Request 6/507)
[2024-11-26T02:34:07.247+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-10-DC-72-0001_8620 (Request 7/507)
[2024-11-26T02:34:09.583+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-09-DC-72-0001_8620 (Request 8/507)
[2024-11-26T02:34:11.969+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-08-DC-72-0001_8620 (Request 9/507)
[2024-11-26T02:34:14.293+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-11-DC-72-0001_8620 (Request 10/507)
[2024-11-26T02:34:16.643+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-19-DF-72-0001_8620 (Request 11/507)
[2024-11-26T02:34:19.002+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-20-DW-72-0001_8620 (Request 12/507)
[2024-11-26T02:34:21.608+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-08-DI-72-0001_8620 (Request 13/507)
[2024-11-26T02:34:23.981+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-12-DC-72-0001_8620 (Request 14/507)
[2024-11-26T02:34:26.299+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-13-DC-72-0001_8620 (Request 15/507)
[2024-11-26T02:34:28.635+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-14-DC-72-0001_8620 (Request 16/507)
[2024-11-26T02:34:30.993+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-18-DC-72-0001_8620 (Request 17/507)
[2024-11-26T02:34:33.405+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-15-DC-72-0001_8620 (Request 18/507)
[2024-11-26T02:34:35.815+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-20-DC-72-0001_8620 (Request 19/507)
[2024-11-26T02:34:38.160+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-21-DC-72-0001_8620 (Request 20/507)
[2024-11-26T02:34:40.527+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-19-DC-72-0001_8620 (Request 21/507)
[2024-11-26T02:34:42.881+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-16-DC-72-0001_8620 (Request 22/507)
[2024-11-26T02:34:45.224+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-17-DC-72-0001_8620 (Request 23/507)
[2024-11-26T02:34:47.549+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-22-DC-72-0001_8620 (Request 24/507)
[2024-11-26T02:34:49.896+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-23-DC-72-0001_8620 (Request 25/507)
[2024-11-26T02:34:52.333+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-24-DC-72-0001_8620 (Request 26/507)
[2024-11-26T02:34:54.699+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-08-DN-72-0001_8620 (Request 27/507)
[2024-11-26T02:34:57.614+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-10-MC-72-0007_8620 (Request 28/507)
[2024-11-26T02:34:59.948+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-09-MC-72-0007_8620 (Request 29/507)
[2024-11-26T02:35:02.387+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-08-MC-72-0007_8620 (Request 30/507)
[2024-11-26T02:35:04.706+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-11-MC-72-0007_8620 (Request 31/507)
[2024-11-26T02:35:07.048+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-05-DJ-72-0001_8620 (Request 32/507)
[2024-11-26T02:35:09.404+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-21-MC-72-0007_8620 (Request 33/507)
[2024-11-26T02:35:11.780+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-20-MC-72-0007_8620 (Request 34/507)
[2024-11-26T02:35:14.151+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-19-MC-72-0007_8620 (Request 35/507)
[2024-11-26T02:35:16.542+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-24-MC-72-0007_8620 (Request 36/507)
[2024-11-26T02:35:18.896+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-18-MC-72-0007_8620 (Request 37/507)
[2024-11-26T02:35:21.249+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-23-MC-72-0007_8620 (Request 38/507)
[2024-11-26T02:35:23.594+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-22-MC-72-0007_8620 (Request 39/507)
[2024-11-26T02:35:25.966+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-20-MW-72-0007_8620 (Request 40/507)
[2024-11-26T02:35:28.339+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-13-MC-72-0007_8620 (Request 41/507)
[2024-11-26T02:35:30.727+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-14-MC-72-0007_8620 (Request 42/507)
[2024-11-26T02:35:33.065+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-17-MC-72-0007_8620 (Request 43/507)
[2024-11-26T02:35:35.391+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-15-MC-72-0007_8620 (Request 44/507)
[2024-11-26T02:35:37.855+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-16-MC-72-0007_8620 (Request 45/507)
[2024-11-26T02:35:40.215+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-12-MC-72-0007_8620 (Request 46/507)
[2024-11-26T02:35:43.041+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-13-MC-72-0003_8620 (Request 47/507)
[2024-11-26T02:35:45.366+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-10-MC-72-0003_8620 (Request 48/507)
[2024-11-26T02:35:47.704+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-13-MC-72-0004_8620 (Request 49/507)
[2024-11-26T02:35:50.043+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-09-MC-72-0003_8620 (Request 50/507)
[2024-11-26T02:35:52.368+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-08-MC-72-0003_8620 (Request 51/507)
[2024-11-26T02:35:54.707+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-10-MC-72-0004_8620 (Request 52/507)
[2024-11-26T02:35:57.060+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-13-MC-72-0005_8620 (Request 53/507)
[2024-11-26T02:35:59.418+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-11-MC-72-0003_8620 (Request 54/507)
[2024-11-26T02:36:01.799+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-09-MC-72-0004_8620 (Request 55/507)
[2024-11-26T02:36:04.158+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-08-MC-72-0004_8620 (Request 56/507)
[2024-11-26T02:36:06.478+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-10-MC-72-0005_8620 (Request 57/507)
[2024-11-26T02:36:08.814+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-11-MC-72-0004_8620 (Request 58/507)
[2024-11-26T02:36:11.161+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-13-MC-72-0001_8620 (Request 59/507)
[2024-11-26T02:36:13.470+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-09-MC-72-0005_8620 (Request 60/507)
[2024-11-26T02:36:15.805+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-08-MC-72-0005_8620 (Request 61/507)
[2024-11-26T02:36:18.155+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-10-MC-72-0001_8620 (Request 62/507)
[2024-11-26T02:36:20.508+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-11-MC-72-0005_8620 (Request 63/507)
[2024-11-26T02:36:22.848+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-09-MC-72-0001_8620 (Request 64/507)
[2024-11-26T02:36:25.176+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-08-MC-72-0001_8620 (Request 65/507)
[2024-11-26T02:36:27.516+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-13-MC-72-0002_8620 (Request 66/507)
[2024-11-26T02:36:29.889+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-10-MC-72-0002_8620 (Request 67/507)
[2024-11-26T02:36:32.221+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-13-MC-72-0009_8620 (Request 68/507)
[2024-11-26T02:36:34.540+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-12-MC-72-0003_8620 (Request 69/507)
[2024-11-26T02:36:36.895+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-11-MC-72-0001_8620 (Request 70/507)
[2024-11-26T02:36:39.220+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-10-MC-72-0009_8620 (Request 71/507)
[2024-11-26T02:36:41.550+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-09-MC-72-0002_8620 (Request 72/507)
[2024-11-26T02:36:43.893+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-08-MC-72-0002_8620 (Request 73/507)
[2024-11-26T02:36:46.270+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-14-MC-72-0003_8620 (Request 74/507)
[2024-11-26T02:36:48.701+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-09-MC-72-0009_8620 (Request 75/507)
[2024-11-26T02:36:51.065+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-13-MC-72-0008_8620 (Request 76/507)
[2024-11-26T02:36:53.414+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-08-MC-72-0009_8620 (Request 77/507)
[2024-11-26T02:36:55.753+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-12-MC-72-0004_8620 (Request 78/507)
[2024-11-26T02:36:58.076+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-15-MC-72-0003_8620 (Request 79/507)
[2024-11-26T02:37:00.435+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-11-MC-72-0002_8620 (Request 80/507)
[2024-11-26T02:37:02.811+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-14-MC-72-0004_8620 (Request 81/507)
[2024-11-26T02:37:05.177+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-18-MC-72-0003_8620 (Request 82/507)
[2024-11-26T02:37:07.494+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-20-MC-72-0003_8620 (Request 83/507)
[2024-11-26T02:37:09.830+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-16-MC-72-0003_8620 (Request 84/507)
[2024-11-26T02:37:12.181+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-21-MC-72-0003_8620 (Request 85/507)
[2024-11-26T02:37:14.508+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-12-MC-72-0005_8620 (Request 86/507)
[2024-11-26T02:37:16.876+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-20-MW-72-0003_8620 (Request 87/507)
[2024-11-26T02:37:20.476+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-19-MC-72-0003_8620 (Request 88/507)
[2024-11-26T02:37:22.847+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-20-MW-72-0004_8620 (Request 89/507)
[2024-11-26T02:37:25.190+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-24-MC-72-0003_8620 (Request 90/507)
[2024-11-26T02:37:27.580+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-15-MC-72-0004_8620 (Request 91/507)
[2024-11-26T02:37:29.918+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-23-MC-72-0003_8620 (Request 92/507)
[2024-11-26T02:37:32.286+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-17-MC-72-0003_8620 (Request 93/507)
[2024-11-26T02:37:34.638+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-22-MC-72-0003_8620 (Request 94/507)
[2024-11-26T02:37:36.984+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-18-MC-72-0004_8620 (Request 95/507)
[2024-11-26T02:37:39.335+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-10-MC-72-0008_8620 (Request 96/507)
[2024-11-26T02:37:41.725+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-13-MC-72-0017_8620 (Request 97/507)
[2024-11-26T02:37:44.060+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-13-MC-72-0011_8620 (Request 98/507)
[2024-11-26T02:37:46.388+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-21-MC-72-0004_8620 (Request 99/507)
[2024-11-26T02:37:48.725+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-16-MC-72-0004_8620 (Request 100/507)
[2024-11-26T02:37:51.094+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-20-MC-72-0004_8620 (Request 101/507)
[2024-11-26T02:37:53.457+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-19-MC-72-0004_8620 (Request 102/507)
[2024-11-26T02:37:55.812+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-24-MC-72-0004_8620 (Request 103/507)
[2024-11-26T02:37:58.206+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-14-MC-72-0005_8620 (Request 104/507)
[2024-11-26T02:38:00.584+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-22-MC-72-0004_8620 (Request 105/507)
[2024-11-26T02:38:02.958+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-17-MC-72-0004_8620 (Request 106/507)
[2024-11-26T02:38:05.346+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-23-MC-72-0004_8620 (Request 107/507)
[2024-11-26T02:38:07.682+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-09-MC-72-0008_8620 (Request 108/507)
[2024-11-26T02:38:10.042+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-08-MC-72-0008_8620 (Request 109/507)
[2024-11-26T02:38:12.362+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-13-MC-72-0014_8620 (Request 110/507)
[2024-11-26T02:38:14.698+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-10-MC-72-0006_8620 (Request 111/507)
[2024-11-26T02:38:17.094+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-13-MC-72-0020_8620 (Request 112/507)
[2024-11-26T02:38:19.458+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-13-MC-72-0013_8620 (Request 113/507)
[2024-11-26T02:38:21.827+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-10-MC-72-0011_8620 (Request 114/507)
[2024-11-26T02:38:24.135+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-12-MC-72-0001_8620 (Request 115/507)
[2024-11-26T02:38:26.488+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-15-MC-72-0005_8620 (Request 116/507)
[2024-11-26T02:38:28.850+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-20-MW-72-0005_8620 (Request 117/507)
[2024-11-26T02:38:31.257+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-09-MC-72-0006_8620 (Request 118/507)
[2024-11-26T02:38:33.579+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-11-MC-72-0008_8620 (Request 119/507)
[2024-11-26T02:38:35.914+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-08-MC-72-0006_8620 (Request 120/507)
[2024-11-26T02:38:38.242+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-13-MC-72-0010_8620 (Request 121/507)
[2024-11-26T02:38:40.679+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-18-MC-72-0005_8620 (Request 122/507)
[2024-11-26T02:38:43.004+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-09-MC-72-0011_8620 (Request 123/507)
[2024-11-26T02:38:45.342+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-10-MC-72-0014_8620 (Request 124/507)
[2024-11-26T02:38:47.718+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-16-MC-72-0005_8620 (Request 125/507)
[2024-11-26T02:38:50.058+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-08-MC-72-0011_8620 (Request 126/507)
[2024-11-26T02:38:52.387+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-14-MC-72-0001_8620 (Request 127/507)
[2024-11-26T02:38:54.728+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-13-MC-72-0019_8620 (Request 128/507)
[2024-11-26T02:38:57.079+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-20-MW-72-0001_8620 (Request 129/507)
[2024-11-26T02:38:59.411+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-19-MC-72-0005_8620 (Request 130/507)
[2024-11-26T02:39:01.761+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-23-MC-72-0005_8620 (Request 131/507)
[2024-11-26T02:39:04.135+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-24-MC-72-0005_8620 (Request 132/507)
[2024-11-26T02:39:06.489+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-21-MC-72-0005_8620 (Request 133/507)
[2024-11-26T02:39:08.821+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-17-MC-72-0005_8620 (Request 134/507)
[2024-11-26T02:39:11.149+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-13-MC-72-0024_8620 (Request 135/507)
[2024-11-26T02:39:13.502+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-20-MC-72-0001_8620 (Request 136/507)
[2024-11-26T02:39:15.843+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-22-MC-72-0005_8620 (Request 137/507)
[2024-11-26T02:39:18.226+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-20-MC-72-0005_8620 (Request 138/507)
[2024-11-26T02:39:20.566+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-13-MC-72-0022_8620 (Request 139/507)
[2024-11-26T02:39:22.993+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-18-MC-72-0001_8620 (Request 140/507)
[2024-11-26T02:39:25.328+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-21-MC-72-0001_8620 (Request 141/507)
[2024-11-26T02:39:27.665+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-11-MC-72-0006_8620 (Request 142/507)
[2024-11-26T02:39:30.013+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-13-MC-72-0027_8620 (Request 143/507)
[2024-11-26T02:39:32.364+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-13-MC-72-0016_8620 (Request 144/507)
