[2024-11-26T00:36:28.752+0000] {local_task_job_runner.py:123} INFO - ::group::Pre task execution logs
[2024-11-26T00:36:28.774+0000] {taskinstance.py:2613} INFO - Dependencies all met for dep_context=non-requeueable deps ti=<TaskInstance: ETL_usa_spending.extract_usa_spending_data_task scheduled__2024-11-25T00:00:00+00:00 [queued]>
[2024-11-26T00:36:28.792+0000] {taskinstance.py:2613} INFO - Dependencies all met for dep_context=requeueable deps ti=<TaskInstance: ETL_usa_spending.extract_usa_spending_data_task scheduled__2024-11-25T00:00:00+00:00 [queued]>
[2024-11-26T00:36:28.794+0000] {taskinstance.py:2866} INFO - Starting attempt 1 of 1
[2024-11-26T00:36:28.819+0000] {taskinstance.py:2889} INFO - Executing <Task(PythonOperator): extract_usa_spending_data_task> on 2024-11-25 00:00:00+00:00
[2024-11-26T00:36:28.832+0000] {logging_mixin.py:190} WARNING - /home/***/.local/lib/python3.12/site-packages/***/task/task_runner/standard_task_runner.py:70 DeprecationWarning: This process (pid=5829) is multi-threaded, use of fork() may lead to deadlocks in the child.
[2024-11-26T00:36:28.834+0000] {standard_task_runner.py:72} INFO - Started process 5839 to run task
[2024-11-26T00:36:28.832+0000] {standard_task_runner.py:104} INFO - Running: ['***', 'tasks', 'run', 'ETL_usa_spending', 'extract_usa_spending_data_task', 'scheduled__2024-11-25T00:00:00+00:00', '--job-id', '302', '--raw', '--subdir', 'DAGS_FOLDER/project_dag.py', '--cfg-path', '/tmp/tmp82xyor1o']
[2024-11-26T00:36:28.835+0000] {standard_task_runner.py:105} INFO - Job 302: Subtask extract_usa_spending_data_task
[2024-11-26T00:36:28.898+0000] {task_command.py:467} INFO - Running <TaskInstance: ETL_usa_spending.extract_usa_spending_data_task scheduled__2024-11-25T00:00:00+00:00 [running]> on host 6a246d8d590f
[2024-11-26T00:40:27.524+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-20-MW-72-0004_8620 (Request 89/507)
[2024-11-26T00:40:30.041+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-24-MC-72-0003_8620 (Request 90/507)
[2024-11-26T00:40:32.506+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-15-MC-72-0004_8620 (Request 91/507)
[2024-11-26T00:40:34.923+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-23-MC-72-0003_8620 (Request 92/507)
[2024-11-26T00:40:37.380+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-17-MC-72-0003_8620 (Request 93/507)
[2024-11-26T00:40:39.816+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-22-MC-72-0003_8620 (Request 94/507)
[2024-11-26T00:40:42.214+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-18-MC-72-0004_8620 (Request 95/507)
[2024-11-26T00:40:44.689+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-10-MC-72-0008_8620 (Request 96/507)
[2024-11-26T00:40:47.145+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-13-MC-72-0017_8620 (Request 97/507)
[2024-11-26T00:40:49.589+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-13-MC-72-0011_8620 (Request 98/507)
[2024-11-26T00:40:52.027+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-21-MC-72-0004_8620 (Request 99/507)
[2024-11-26T00:40:54.521+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-16-MC-72-0004_8620 (Request 100/507)
[2024-11-26T00:40:56.935+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-20-MC-72-0004_8620 (Request 101/507)
[2024-11-26T00:40:59.385+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-19-MC-72-0004_8620 (Request 102/507)
[2024-11-26T00:41:01.901+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-24-MC-72-0004_8620 (Request 103/507)
[2024-11-26T00:41:04.453+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-14-MC-72-0005_8620 (Request 104/507)
[2024-11-26T00:41:06.847+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-22-MC-72-0004_8620 (Request 105/507)
[2024-11-26T00:41:09.273+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-17-MC-72-0004_8620 (Request 106/507)
[2024-11-26T00:41:11.690+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-23-MC-72-0004_8620 (Request 107/507)
[2024-11-26T00:41:14.167+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-09-MC-72-0008_8620 (Request 108/507)
[2024-11-26T00:41:17.045+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-08-MC-72-0008_8620 (Request 109/507)
[2024-11-26T00:41:19.452+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-13-MC-72-0014_8620 (Request 110/507)
[2024-11-26T00:41:21.890+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-10-MC-72-0006_8620 (Request 111/507)
[2024-11-26T00:41:24.333+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-13-MC-72-0020_8620 (Request 112/507)
[2024-11-26T00:41:26.757+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-13-MC-72-0013_8620 (Request 113/507)
[2024-11-26T00:41:29.212+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-10-MC-72-0011_8620 (Request 114/507)
[2024-11-26T00:41:31.713+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-12-MC-72-0001_8620 (Request 115/507)
[2024-11-26T00:41:34.176+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-15-MC-72-0005_8620 (Request 116/507)
[2024-11-26T00:41:36.604+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-20-MW-72-0005_8620 (Request 117/507)
[2024-11-26T00:41:39.036+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-09-MC-72-0006_8620 (Request 118/507)
[2024-11-26T00:41:41.430+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-11-MC-72-0008_8620 (Request 119/507)
[2024-11-26T00:41:43.860+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-08-MC-72-0006_8620 (Request 120/507)
[2024-11-26T00:41:46.296+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-13-MC-72-0010_8620 (Request 121/507)
[2024-11-26T00:41:48.679+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-18-MC-72-0005_8620 (Request 122/507)
[2024-11-26T00:41:51.125+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-09-MC-72-0011_8620 (Request 123/507)
[2024-11-26T00:41:53.516+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-10-MC-72-0014_8620 (Request 124/507)
[2024-11-26T00:41:56.036+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-16-MC-72-0005_8620 (Request 125/507)
[2024-11-26T00:41:58.522+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-08-MC-72-0011_8620 (Request 126/507)
[2024-11-26T00:42:01.175+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-14-MC-72-0001_8620 (Request 127/507)
[2024-11-26T00:42:03.956+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-13-MC-72-0019_8620 (Request 128/507)
[2024-11-26T00:42:06.430+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-20-MW-72-0001_8620 (Request 129/507)
[2024-11-26T00:42:08.980+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-19-MC-72-0005_8620 (Request 130/507)
[2024-11-26T00:42:11.453+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-23-MC-72-0005_8620 (Request 131/507)
[2024-11-26T00:42:13.845+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-24-MC-72-0005_8620 (Request 132/507)
[2024-11-26T00:42:16.795+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-21-MC-72-0005_8620 (Request 133/507)
[2024-11-26T00:42:19.570+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-17-MC-72-0005_8620 (Request 134/507)
[2024-11-26T00:42:22.049+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-13-MC-72-0024_8620 (Request 135/507)
[2024-11-26T00:42:24.428+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-20-MC-72-0001_8620 (Request 136/507)
[2024-11-26T00:42:26.958+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-22-MC-72-0005_8620 (Request 137/507)
[2024-11-26T00:42:30.473+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-20-MC-72-0005_8620 (Request 138/507)
[2024-11-26T00:42:32.869+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-13-MC-72-0022_8620 (Request 139/507)
[2024-11-26T00:42:35.322+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-18-MC-72-0001_8620 (Request 140/507)
[2024-11-26T00:42:37.761+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-21-MC-72-0001_8620 (Request 141/507)
[2024-11-26T00:42:40.267+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-11-MC-72-0006_8620 (Request 142/507)
