[2024-11-27T23:26:35.784+0000] {local_task_job_runner.py:123} INFO - ::group::Pre task execution logs
[2024-11-27T23:26:35.806+0000] {taskinstance.py:2613} INFO - Dependencies all met for dep_context=non-requeueable deps ti=<TaskInstance: ETL_usa_spending.extract_usa_spending_data_task manual__2024-11-27T23:26:29.335859+00:00 [queued]>
[2024-11-27T23:26:35.819+0000] {taskinstance.py:2613} INFO - Dependencies all met for dep_context=requeueable deps ti=<TaskInstance: ETL_usa_spending.extract_usa_spending_data_task manual__2024-11-27T23:26:29.335859+00:00 [queued]>
[2024-11-27T23:26:35.820+0000] {taskinstance.py:2866} INFO - Starting attempt 1 of 1
[2024-11-27T23:26:35.846+0000] {taskinstance.py:2889} INFO - Executing <Task(PythonOperator): extract_usa_spending_data_task> on 2024-11-27 23:26:29.335859+00:00
[2024-11-27T23:26:35.858+0000] {logging_mixin.py:190} WARNING - /home/***/.local/lib/python3.12/site-packages/***/task/task_runner/standard_task_runner.py:70 DeprecationWarning: This process (pid=31172) is multi-threaded, use of fork() may lead to deadlocks in the child.
[2024-11-27T23:26:35.859+0000] {standard_task_runner.py:72} INFO - Started process 31174 to run task
[2024-11-27T23:26:35.858+0000] {standard_task_runner.py:104} INFO - Running: ['***', 'tasks', 'run', 'ETL_usa_spending', 'extract_usa_spending_data_task', 'manual__2024-11-27T23:26:29.335859+00:00', '--job-id', '437', '--raw', '--subdir', 'DAGS_FOLDER/project_dag.py', '--cfg-path', '/tmp/tmpk1h_kuxb']
[2024-11-27T23:26:35.861+0000] {standard_task_runner.py:105} INFO - Job 437: Subtask extract_usa_spending_data_task
[2024-11-27T23:26:35.918+0000] {task_command.py:467} INFO - Running <TaskInstance: ETL_usa_spending.extract_usa_spending_data_task manual__2024-11-27T23:26:29.335859+00:00 [running]> on host 6a246d8d590f
[2024-11-27T23:27:44.162+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-19-DC-72-0001_8620 (Request 21/507)
[2024-11-27T23:27:46.652+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-16-DC-72-0001_8620 (Request 22/507)
[2024-11-27T23:27:49.126+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-17-DC-72-0001_8620 (Request 23/507)
[2024-11-27T23:27:51.595+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-22-DC-72-0001_8620 (Request 24/507)
[2024-11-27T23:27:54.135+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-23-DC-72-0001_8620 (Request 25/507)
[2024-11-27T23:27:56.610+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-24-DC-72-0001_8620 (Request 26/507)
[2024-11-27T23:27:58.991+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-08-DN-72-0001_8620 (Request 27/507)
[2024-11-27T23:28:01.397+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-10-MC-72-0007_8620 (Request 28/507)
[2024-11-27T23:28:03.991+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-09-MC-72-0007_8620 (Request 29/507)
[2024-11-27T23:28:06.931+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-08-MC-72-0007_8620 (Request 30/507)
[2024-11-27T23:28:09.353+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-11-MC-72-0007_8620 (Request 31/507)
[2024-11-27T23:28:11.795+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-05-DJ-72-0001_8620 (Request 32/507)
[2024-11-27T23:28:14.507+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-21-MC-72-0007_8620 (Request 33/507)
[2024-11-27T23:28:17.051+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-20-MC-72-0007_8620 (Request 34/507)
[2024-11-27T23:28:19.456+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-19-MC-72-0007_8620 (Request 35/507)
[2024-11-27T23:28:21.951+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-24-MC-72-0007_8620 (Request 36/507)
[2024-11-27T23:28:24.618+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-18-MC-72-0007_8620 (Request 37/507)
[2024-11-27T23:28:27.039+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-23-MC-72-0007_8620 (Request 38/507)
[2024-11-27T23:28:29.596+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-22-MC-72-0007_8620 (Request 39/507)
[2024-11-27T23:28:32.135+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-20-MW-72-0007_8620 (Request 40/507)
[2024-11-27T23:28:34.827+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-13-MC-72-0007_8620 (Request 41/507)
[2024-11-27T23:28:37.294+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-14-MC-72-0007_8620 (Request 42/507)
[2024-11-27T23:28:39.721+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-17-MC-72-0007_8620 (Request 43/507)
[2024-11-27T23:28:42.142+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-15-MC-72-0007_8620 (Request 44/507)
[2024-11-27T23:28:44.870+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-16-MC-72-0007_8620 (Request 45/507)
[2024-11-27T23:28:47.349+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-12-MC-72-0007_8620 (Request 46/507)
[2024-11-27T23:28:49.797+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-13-MC-72-0003_8620 (Request 47/507)
[2024-11-27T23:28:52.203+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-10-MC-72-0003_8620 (Request 48/507)
[2024-11-27T23:28:54.698+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-13-MC-72-0004_8620 (Request 49/507)
[2024-11-27T23:28:57.127+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-09-MC-72-0003_8620 (Request 50/507)
[2024-11-27T23:28:59.752+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-08-MC-72-0003_8620 (Request 51/507)
[2024-11-27T23:29:02.213+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-10-MC-72-0004_8620 (Request 52/507)
[2024-11-27T23:29:04.890+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-13-MC-72-0005_8620 (Request 53/507)
[2024-11-27T23:29:07.356+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-11-MC-72-0003_8620 (Request 54/507)
[2024-11-27T23:29:09.809+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-09-MC-72-0004_8620 (Request 55/507)
[2024-11-27T23:29:12.377+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-08-MC-72-0004_8620 (Request 56/507)
[2024-11-27T23:29:14.919+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-10-MC-72-0005_8620 (Request 57/507)
[2024-11-27T23:29:17.730+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-11-MC-72-0004_8620 (Request 58/507)
[2024-11-27T23:29:20.129+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-13-MC-72-0001_8620 (Request 59/507)
[2024-11-27T23:29:22.541+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-09-MC-72-0005_8620 (Request 60/507)
[2024-11-27T23:29:24.938+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-08-MC-72-0005_8620 (Request 61/507)
[2024-11-27T23:29:28.293+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-10-MC-72-0001_8620 (Request 62/507)
[2024-11-27T23:29:30.834+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-11-MC-72-0005_8620 (Request 63/507)
[2024-11-27T23:29:33.294+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-09-MC-72-0001_8620 (Request 64/507)
[2024-11-27T23:29:35.702+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-08-MC-72-0001_8620 (Request 65/507)
[2024-11-27T23:29:38.340+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-13-MC-72-0002_8620 (Request 66/507)
[2024-11-27T23:29:41.477+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-10-MC-72-0002_8620 (Request 67/507)
[2024-11-27T23:29:44.170+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-13-MC-72-0009_8620 (Request 68/507)
[2024-11-27T23:29:46.734+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-12-MC-72-0003_8620 (Request 69/507)
[2024-11-27T23:29:49.576+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-11-MC-72-0001_8620 (Request 70/507)
[2024-11-27T23:29:52.084+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-10-MC-72-0009_8620 (Request 71/507)
[2024-11-27T23:29:54.589+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-09-MC-72-0002_8620 (Request 72/507)
[2024-11-27T23:29:57.283+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-08-MC-72-0002_8620 (Request 73/507)
[2024-11-27T23:29:59.941+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-14-MC-72-0003_8620 (Request 74/507)
[2024-11-27T23:30:02.489+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-09-MC-72-0009_8620 (Request 75/507)
[2024-11-27T23:30:06.257+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-13-MC-72-0008_8620 (Request 76/507)
[2024-11-27T23:30:08.754+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-08-MC-72-0009_8620 (Request 77/507)
[2024-11-27T23:30:11.986+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-12-MC-72-0004_8620 (Request 78/507)
[2024-11-27T23:30:14.678+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-15-MC-72-0003_8620 (Request 79/507)
[2024-11-27T23:30:18.182+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-11-MC-72-0002_8620 (Request 80/507)
[2024-11-27T23:30:21.319+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-14-MC-72-0004_8620 (Request 81/507)
[2024-11-27T23:30:24.238+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-18-MC-72-0003_8620 (Request 82/507)
[2024-11-27T23:30:26.927+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-20-MC-72-0003_8620 (Request 83/507)
[2024-11-27T23:30:30.070+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-16-MC-72-0003_8620 (Request 84/507)
[2024-11-27T23:30:33.935+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-21-MC-72-0003_8620 (Request 85/507)
[2024-11-27T23:30:38.837+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-12-MC-72-0005_8620 (Request 86/507)
[2024-11-27T23:30:41.307+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-20-MW-72-0003_8620 (Request 87/507)
[2024-11-27T23:30:43.742+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-19-MC-72-0003_8620 (Request 88/507)
[2024-11-27T23:30:46.903+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-20-MW-72-0004_8620 (Request 89/507)
[2024-11-27T23:30:49.555+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-24-MC-72-0003_8620 (Request 90/507)
[2024-11-27T23:30:52.255+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-15-MC-72-0004_8620 (Request 91/507)
[2024-11-27T23:30:54.711+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-23-MC-72-0003_8620 (Request 92/507)
[2024-11-27T23:30:57.145+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-17-MC-72-0003_8620 (Request 93/507)
[2024-11-27T23:30:59.635+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-22-MC-72-0003_8620 (Request 94/507)
[2024-11-27T23:31:02.061+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-18-MC-72-0004_8620 (Request 95/507)
[2024-11-27T23:31:05.062+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-10-MC-72-0008_8620 (Request 96/507)
[2024-11-27T23:31:07.499+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-13-MC-72-0017_8620 (Request 97/507)
[2024-11-27T23:31:09.937+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-13-MC-72-0011_8620 (Request 98/507)
[2024-11-27T23:31:12.344+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-21-MC-72-0004_8620 (Request 99/507)
[2024-11-27T23:31:14.738+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-16-MC-72-0004_8620 (Request 100/507)
[2024-11-27T23:31:17.349+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-20-MC-72-0004_8620 (Request 101/507)
[2024-11-27T23:31:19.904+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-19-MC-72-0004_8620 (Request 102/507)
[2024-11-27T23:31:22.316+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-24-MC-72-0004_8620 (Request 103/507)
[2024-11-27T23:31:24.764+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-14-MC-72-0005_8620 (Request 104/507)
[2024-11-27T23:31:27.370+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-22-MC-72-0004_8620 (Request 105/507)
[2024-11-27T23:31:29.808+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-17-MC-72-0004_8620 (Request 106/507)
[2024-11-27T23:31:32.204+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-23-MC-72-0004_8620 (Request 107/507)
[2024-11-27T23:31:34.693+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-09-MC-72-0008_8620 (Request 108/507)
[2024-11-27T23:31:37.362+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-08-MC-72-0008_8620 (Request 109/507)
[2024-11-27T23:31:39.760+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-13-MC-72-0014_8620 (Request 110/507)
[2024-11-27T23:31:42.178+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-10-MC-72-0006_8620 (Request 111/507)
[2024-11-27T23:31:44.644+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-13-MC-72-0020_8620 (Request 112/507)
[2024-11-27T23:31:47.313+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-13-MC-72-0013_8620 (Request 113/507)
[2024-11-27T23:31:50.538+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-10-MC-72-0011_8620 (Request 114/507)
[2024-11-27T23:31:54.028+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-12-MC-72-0001_8620 (Request 115/507)
[2024-11-27T23:31:58.361+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-15-MC-72-0005_8620 (Request 116/507)
[2024-11-27T23:32:02.270+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-20-MW-72-0005_8620 (Request 117/507)
[2024-11-27T23:32:06.250+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-09-MC-72-0006_8620 (Request 118/507)
[2024-11-27T23:32:09.681+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-11-MC-72-0008_8620 (Request 119/507)
[2024-11-27T23:32:13.039+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-08-MC-72-0006_8620 (Request 120/507)
[2024-11-27T23:32:16.708+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-13-MC-72-0010_8620 (Request 121/507)
[2024-11-27T23:32:19.823+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-18-MC-72-0005_8620 (Request 122/507)
[2024-11-27T23:32:22.733+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-09-MC-72-0011_8620 (Request 123/507)
[2024-11-27T23:32:25.354+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-10-MC-72-0014_8620 (Request 124/507)
[2024-11-27T23:32:27.926+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-16-MC-72-0005_8620 (Request 125/507)
[2024-11-27T23:32:30.568+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-08-MC-72-0011_8620 (Request 126/507)
[2024-11-27T23:32:33.059+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-14-MC-72-0001_8620 (Request 127/507)
[2024-11-27T23:32:35.650+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-13-MC-72-0019_8620 (Request 128/507)
[2024-11-27T23:32:38.109+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-20-MW-72-0001_8620 (Request 129/507)
[2024-11-27T23:32:40.553+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-19-MC-72-0005_8620 (Request 130/507)
[2024-11-27T23:32:43.753+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-23-MC-72-0005_8620 (Request 131/507)
[2024-11-27T23:32:46.259+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-24-MC-72-0005_8620 (Request 132/507)
[2024-11-27T23:32:48.814+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-21-MC-72-0005_8620 (Request 133/507)
[2024-11-27T23:32:51.239+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-17-MC-72-0005_8620 (Request 134/507)
[2024-11-27T23:32:53.818+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-13-MC-72-0024_8620 (Request 135/507)
[2024-11-27T23:32:56.307+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-20-MC-72-0001_8620 (Request 136/507)
[2024-11-27T23:32:58.866+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-22-MC-72-0005_8620 (Request 137/507)
[2024-11-27T23:33:01.342+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-20-MC-72-0005_8620 (Request 138/507)
[2024-11-27T23:33:04.250+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-13-MC-72-0022_8620 (Request 139/507)
[2024-11-27T23:33:07.430+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-18-MC-72-0001_8620 (Request 140/507)
[2024-11-27T23:33:09.965+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-21-MC-72-0001_8620 (Request 141/507)
[2024-11-27T23:33:12.431+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-11-MC-72-0006_8620 (Request 142/507)
[2024-11-27T23:33:14.927+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-13-MC-72-0027_8620 (Request 143/507)
[2024-11-27T23:33:17.595+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-13-MC-72-0016_8620 (Request 144/507)
