[2024-11-29T00:00:12.301+0000] {local_task_job_runner.py:123} INFO - ::group::Pre task execution logs
[2024-11-29T00:00:12.377+0000] {taskinstance.py:2613} INFO - Dependencies all met for dep_context=non-requeueable deps ti=<TaskInstance: ETL_usa_spending.extract_usa_spending_data_task scheduled__2024-11-28T00:00:00+00:00 [queued]>
[2024-11-29T00:00:12.413+0000] {taskinstance.py:2613} INFO - Dependencies all met for dep_context=requeueable deps ti=<TaskInstance: ETL_usa_spending.extract_usa_spending_data_task scheduled__2024-11-28T00:00:00+00:00 [queued]>
[2024-11-29T00:00:12.415+0000] {taskinstance.py:2866} INFO - Starting attempt 1 of 1
[2024-11-29T00:00:12.487+0000] {taskinstance.py:2889} INFO - Executing <Task(PythonOperator): extract_usa_spending_data_task> on 2024-11-28 00:00:00+00:00
[2024-11-29T00:00:12.546+0000] {logging_mixin.py:190} WARNING - /home/***/.local/lib/python3.12/site-packages/***/task/task_runner/standard_task_runner.py:70 DeprecationWarning: This process (pid=43721) is multi-threaded, use of fork() may lead to deadlocks in the child.
[2024-11-29T00:00:12.558+0000] {standard_task_runner.py:72} INFO - Started process 43738 to run task
[2024-11-29T00:00:12.535+0000] {standard_task_runner.py:104} INFO - Running: ['***', 'tasks', 'run', 'ETL_usa_spending', 'extract_usa_spending_data_task', 'scheduled__2024-11-28T00:00:00+00:00', '--job-id', '456', '--raw', '--subdir', 'DAGS_FOLDER/project_dag.py', '--cfg-path', '/tmp/tmprk1leckm']
[2024-11-29T00:00:12.568+0000] {standard_task_runner.py:105} INFO - Job 456: Subtask extract_usa_spending_data_task
[2024-11-29T00:00:12.818+0000] {task_command.py:467} INFO - Running <TaskInstance: ETL_usa_spending.extract_usa_spending_data_task scheduled__2024-11-28T00:00:00+00:00 [running]> on host 6a246d8d590f
[2024-11-29T00:00:48.195+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-21-DZ-72-0001_8620 (Request 6/509)
[2024-11-29T00:00:50.677+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-23-DN-72-0001_8620 (Request 7/509)
[2024-11-29T00:00:53.146+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-10-DC-72-0001_8620 (Request 8/509)
[2024-11-29T00:00:55.796+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-09-DC-72-0001_8620 (Request 9/509)
[2024-11-29T00:00:58.237+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-08-DC-72-0001_8620 (Request 10/509)
[2024-11-29T00:01:00.830+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-11-DC-72-0001_8620 (Request 11/509)
[2024-11-29T00:01:03.360+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-19-DF-72-0001_8620 (Request 12/509)
[2024-11-29T00:01:05.950+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-20-DW-72-0001_8620 (Request 13/509)
[2024-11-29T00:01:08.422+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-08-DI-72-0001_8620 (Request 14/509)
[2024-11-29T00:01:10.848+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-12-DC-72-0001_8620 (Request 15/509)
[2024-11-29T00:01:13.566+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-13-DC-72-0001_8620 (Request 16/509)
[2024-11-29T00:01:16.114+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-14-DC-72-0001_8620 (Request 17/509)
[2024-11-29T00:01:18.565+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-18-DC-72-0001_8620 (Request 18/509)
[2024-11-29T00:01:21.026+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-15-DC-72-0001_8620 (Request 19/509)
[2024-11-29T00:01:23.452+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-20-DC-72-0001_8620 (Request 20/509)
[2024-11-29T00:01:26.051+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-21-DC-72-0001_8620 (Request 21/509)
[2024-11-29T00:01:28.585+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-19-DC-72-0001_8620 (Request 22/509)
[2024-11-29T00:01:31.019+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-16-DC-72-0001_8620 (Request 23/509)
[2024-11-29T00:01:33.696+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-17-DC-72-0001_8620 (Request 24/509)
[2024-11-29T00:01:36.138+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-22-DC-72-0001_8620 (Request 25/509)
[2024-11-29T00:01:38.665+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-23-DC-72-0001_8620 (Request 26/509)
[2024-11-29T00:01:41.240+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-24-DC-72-0001_8620 (Request 27/509)
[2024-11-29T00:01:43.704+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-08-DN-72-0001_8620 (Request 28/509)
[2024-11-29T00:01:46.124+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-10-MC-72-0007_8620 (Request 29/509)
[2024-11-29T00:01:49.103+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-09-MC-72-0007_8620 (Request 30/509)
[2024-11-29T00:01:51.546+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-08-MC-72-0007_8620 (Request 31/509)
[2024-11-29T00:01:53.985+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-11-MC-72-0007_8620 (Request 32/509)
[2024-11-29T00:01:56.406+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-05-DJ-72-0001_8620 (Request 33/509)
[2024-11-29T00:01:58.810+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-21-MC-72-0007_8620 (Request 34/509)
[2024-11-29T00:02:01.247+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-20-MC-72-0007_8620 (Request 35/509)
[2024-11-29T00:02:03.909+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-19-MC-72-0007_8620 (Request 36/509)
[2024-11-29T00:02:06.687+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-24-MC-72-0007_8620 (Request 37/509)
[2024-11-29T00:02:09.303+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-18-MC-72-0007_8620 (Request 38/509)
[2024-11-29T00:02:11.906+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-23-MC-72-0007_8620 (Request 39/509)
[2024-11-29T00:02:14.432+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-22-MC-72-0007_8620 (Request 40/509)
[2024-11-29T00:02:16.947+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-20-MW-72-0007_8620 (Request 41/509)
[2024-11-29T00:02:19.578+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-13-MC-72-0007_8620 (Request 42/509)
[2024-11-29T00:02:22.055+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-14-MC-72-0007_8620 (Request 43/509)
[2024-11-29T00:02:24.467+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-17-MC-72-0007_8620 (Request 44/509)
[2024-11-29T00:02:26.927+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-15-MC-72-0007_8620 (Request 45/509)
[2024-11-29T00:02:29.365+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-16-MC-72-0007_8620 (Request 46/509)
[2024-11-29T00:02:31.830+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-12-MC-72-0007_8620 (Request 47/509)
[2024-11-29T00:02:34.426+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-13-MC-72-0003_8620 (Request 48/509)
[2024-11-29T00:02:36.944+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-10-MC-72-0003_8620 (Request 49/509)
[2024-11-29T00:02:39.407+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-13-MC-72-0004_8620 (Request 50/509)
[2024-11-29T00:02:42.068+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-09-MC-72-0003_8620 (Request 51/509)
[2024-11-29T00:02:44.596+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-08-MC-72-0003_8620 (Request 52/509)
[2024-11-29T00:02:47.071+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-10-MC-72-0004_8620 (Request 53/509)
[2024-11-29T00:02:49.599+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-13-MC-72-0005_8620 (Request 54/509)
[2024-11-29T00:02:52.397+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-11-MC-72-0003_8620 (Request 55/509)
[2024-11-29T00:02:54.836+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-09-MC-72-0004_8620 (Request 56/509)
[2024-11-29T00:02:57.290+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-08-MC-72-0004_8620 (Request 57/509)
[2024-11-29T00:02:59.806+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-10-MC-72-0005_8620 (Request 58/509)
[2024-11-29T00:03:02.293+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-11-MC-72-0004_8620 (Request 59/509)
[2024-11-29T00:03:05.134+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-13-MC-72-0001_8620 (Request 60/509)
[2024-11-29T00:03:07.589+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-09-MC-72-0005_8620 (Request 61/509)
[2024-11-29T00:03:10.178+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-08-MC-72-0005_8620 (Request 62/509)
[2024-11-29T00:03:12.617+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-10-MC-72-0001_8620 (Request 63/509)
[2024-11-29T00:03:15.026+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-11-MC-72-0005_8620 (Request 64/509)
[2024-11-29T00:03:17.493+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-09-MC-72-0001_8620 (Request 65/509)
[2024-11-29T00:03:20.034+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-08-MC-72-0001_8620 (Request 66/509)
[2024-11-29T00:03:22.953+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-13-MC-72-0002_8620 (Request 67/509)
[2024-11-29T00:03:25.372+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-10-MC-72-0002_8620 (Request 68/509)
[2024-11-29T00:03:27.861+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-13-MC-72-0009_8620 (Request 69/509)
[2024-11-29T00:03:30.324+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-12-MC-72-0003_8620 (Request 70/509)
[2024-11-29T00:03:32.862+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-11-MC-72-0001_8620 (Request 71/509)
[2024-11-29T00:03:35.358+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-10-MC-72-0009_8620 (Request 72/509)
[2024-11-29T00:03:38.021+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-09-MC-72-0002_8620 (Request 73/509)
[2024-11-29T00:03:40.487+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-08-MC-72-0002_8620 (Request 74/509)
[2024-11-29T00:03:42.990+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-14-MC-72-0003_8620 (Request 75/509)
[2024-11-29T00:03:45.467+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-09-MC-72-0009_8620 (Request 76/509)
[2024-11-29T00:03:47.937+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-13-MC-72-0008_8620 (Request 77/509)
[2024-11-29T00:03:51.233+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-08-MC-72-0009_8620 (Request 78/509)
[2024-11-29T00:03:53.719+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-12-MC-72-0004_8620 (Request 79/509)
[2024-11-29T00:03:56.121+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-15-MC-72-0003_8620 (Request 80/509)
[2024-11-29T00:03:58.633+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-11-MC-72-0002_8620 (Request 81/509)
[2024-11-29T00:04:01.039+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-14-MC-72-0004_8620 (Request 82/509)
[2024-11-29T00:04:03.565+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-18-MC-72-0003_8620 (Request 83/509)
[2024-11-29T00:04:06.259+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-20-MC-72-0003_8620 (Request 84/509)
[2024-11-29T00:04:08.706+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-16-MC-72-0003_8620 (Request 85/509)
[2024-11-29T00:04:11.128+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-21-MC-72-0003_8620 (Request 86/509)
[2024-11-29T00:04:13.756+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-12-MC-72-0005_8620 (Request 87/509)
[2024-11-29T00:04:16.239+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-20-MW-72-0003_8620 (Request 88/509)
[2024-11-29T00:04:18.674+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-19-MC-72-0003_8620 (Request 89/509)
[2024-11-29T00:04:21.115+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-20-MW-72-0004_8620 (Request 90/509)
[2024-11-29T00:04:23.580+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-24-MC-72-0003_8620 (Request 91/509)
[2024-11-29T00:04:26.010+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-15-MC-72-0004_8620 (Request 92/509)
[2024-11-29T00:04:28.538+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-23-MC-72-0003_8620 (Request 93/509)
[2024-11-29T00:04:31.025+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-17-MC-72-0003_8620 (Request 94/509)
[2024-11-29T00:04:33.747+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-22-MC-72-0003_8620 (Request 95/509)
[2024-11-29T00:04:36.267+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-18-MC-72-0004_8620 (Request 96/509)
[2024-11-29T00:04:38.690+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-10-MC-72-0008_8620 (Request 97/509)
[2024-11-29T00:04:41.184+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-13-MC-72-0017_8620 (Request 98/509)
[2024-11-29T00:04:43.621+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-13-MC-72-0011_8620 (Request 99/509)
[2024-11-29T00:04:46.063+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-21-MC-72-0004_8620 (Request 100/509)
[2024-11-29T00:04:48.534+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-16-MC-72-0004_8620 (Request 101/509)
[2024-11-29T00:04:51.102+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-20-MC-72-0004_8620 (Request 102/509)
[2024-11-29T00:04:53.538+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-19-MC-72-0004_8620 (Request 103/509)
[2024-11-29T00:04:55.965+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-24-MC-72-0004_8620 (Request 104/509)
[2024-11-29T00:04:58.515+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-14-MC-72-0005_8620 (Request 105/509)
[2024-11-29T00:05:00.951+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-22-MC-72-0004_8620 (Request 106/509)
[2024-11-29T00:05:03.405+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-17-MC-72-0004_8620 (Request 107/509)
[2024-11-29T00:05:06.132+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-23-MC-72-0004_8620 (Request 108/509)
[2024-11-29T00:05:08.565+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-09-MC-72-0008_8620 (Request 109/509)
[2024-11-29T00:05:11.114+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-08-MC-72-0008_8620 (Request 110/509)
[2024-11-29T00:05:13.588+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-13-MC-72-0014_8620 (Request 111/509)
[2024-11-29T00:05:16.010+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-10-MC-72-0006_8620 (Request 112/509)
[2024-11-29T00:05:18.622+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-13-MC-72-0020_8620 (Request 113/509)
[2024-11-29T00:05:21.056+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-13-MC-72-0013_8620 (Request 114/509)
[2024-11-29T00:05:23.486+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-10-MC-72-0011_8620 (Request 115/509)
[2024-11-29T00:05:25.936+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-12-MC-72-0001_8620 (Request 116/509)
[2024-11-29T00:05:28.382+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-15-MC-72-0005_8620 (Request 117/509)
[2024-11-29T00:05:30.926+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-20-MW-72-0005_8620 (Request 118/509)
[2024-11-29T00:05:33.375+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-09-MC-72-0006_8620 (Request 119/509)
[2024-11-29T00:05:35.801+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-11-MC-72-0008_8620 (Request 120/509)
[2024-11-29T00:05:38.707+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-08-MC-72-0006_8620 (Request 121/509)
[2024-11-29T00:05:41.124+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-13-MC-72-0010_8620 (Request 122/509)
[2024-11-29T00:05:43.560+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-18-MC-72-0005_8620 (Request 123/509)
[2024-11-29T00:05:46.143+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-09-MC-72-0011_8620 (Request 124/509)
[2024-11-29T00:05:48.583+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-10-MC-72-0014_8620 (Request 125/509)
[2024-11-29T00:05:51.116+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-16-MC-72-0005_8620 (Request 126/509)
[2024-11-29T00:05:53.555+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-08-MC-72-0011_8620 (Request 127/509)
[2024-11-29T00:05:55.984+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-14-MC-72-0001_8620 (Request 128/509)
[2024-11-29T00:05:58.602+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-13-MC-72-0019_8620 (Request 129/509)
[2024-11-29T00:06:01.009+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-20-MW-72-0001_8620 (Request 130/509)
[2024-11-29T00:06:03.986+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-19-MC-72-0005_8620 (Request 131/509)
[2024-11-29T00:06:06.455+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-23-MC-72-0005_8620 (Request 132/509)
[2024-11-29T00:06:09.212+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-24-MC-72-0005_8620 (Request 133/509)
[2024-11-29T00:06:11.633+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-21-MC-72-0005_8620 (Request 134/509)
[2024-11-29T00:06:14.069+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-17-MC-72-0005_8620 (Request 135/509)
[2024-11-29T00:06:16.703+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-13-MC-72-0024_8620 (Request 136/509)
[2024-11-29T00:06:19.123+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-20-MC-72-0001_8620 (Request 137/509)
[2024-11-29T00:06:21.609+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-22-MC-72-0005_8620 (Request 138/509)
[2024-11-29T00:06:24.070+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-20-MC-72-0005_8620 (Request 139/509)
[2024-11-29T00:06:26.479+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-13-MC-72-0022_8620 (Request 140/509)
[2024-11-29T00:06:28.912+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-18-MC-72-0001_8620 (Request 141/509)
[2024-11-29T00:06:31.329+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-21-MC-72-0001_8620 (Request 142/509)
[2024-11-29T00:06:33.797+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-11-MC-72-0006_8620 (Request 143/509)
[2024-11-29T00:06:36.212+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-13-MC-72-0027_8620 (Request 144/509)
